"","h1n1","seasonal"
"10497","FALSE","FALSE"
"14310","FALSE","FALSE"
"16755","FALSE","FALSE"
"20026","FALSE","TRUE"
"21581","FALSE","FALSE"
"8609","FALSE","TRUE"
"22578","FALSE","TRUE"
"23344","FALSE","TRUE"
"7659","FALSE","FALSE"
"26700","FALSE","FALSE"
"10379","FALSE","TRUE"
"14762","FALSE","FALSE"
"3735","TRUE","TRUE"
"17429","FALSE","FALSE"
"14902","FALSE","TRUE"
"19199","FALSE","TRUE"
"1436","FALSE","FALSE"
"20229","FALSE","TRUE"
"15218","FALSE","FALSE"
"8322","FALSE","FALSE"
"347","TRUE","TRUE"
"1931","FALSE","FALSE"
"16777","FALSE","TRUE"
"15450","TRUE","TRUE"
"3042","FALSE","FALSE"
"4363","FALSE","TRUE"
"25759","FALSE","TRUE"
"3423","FALSE","FALSE"
"12396","FALSE","TRUE"
"23637","FALSE","FALSE"
"3579","TRUE","TRUE"
"14095","FALSE","TRUE"
"11739","FALSE","FALSE"
"129","TRUE","TRUE"
"6756","TRUE","TRUE"
"5282","TRUE","TRUE"
"23440","TRUE","TRUE"
"15229","FALSE","FALSE"
"25426","FALSE","FALSE"
"15255","FALSE","FALSE"
"4515","TRUE","TRUE"
"9785","FALSE","TRUE"
"20289","FALSE","FALSE"
"18743","FALSE","TRUE"
"16673","TRUE","TRUE"
"9486","FALSE","TRUE"
"14328","TRUE","TRUE"
"19540","FALSE","TRUE"
"15372","TRUE","TRUE"
"3298","TRUE","TRUE"
"991","TRUE","TRUE"
"14790","FALSE","TRUE"
"26302","FALSE","TRUE"
"25016","TRUE","TRUE"
"12707","TRUE","TRUE"
"722","FALSE","FALSE"
"14656","FALSE","FALSE"
"11544","FALSE","TRUE"
"1378","TRUE","TRUE"
"6086","FALSE","FALSE"
"12389","TRUE","TRUE"
"20227","FALSE","FALSE"
"20385","FALSE","FALSE"
"16809","FALSE","FALSE"
"18787","TRUE","FALSE"
"16610","FALSE","FALSE"
"5673","FALSE","FALSE"
"24219","FALSE","FALSE"
"2869","TRUE","TRUE"
"12384","FALSE","TRUE"
"24619","FALSE","FALSE"
"15024","TRUE","FALSE"
"24035","FALSE","TRUE"
"3388","FALSE","FALSE"
"3534","FALSE","FALSE"
"18075","TRUE","FALSE"
"10866","FALSE","FALSE"
"25140","TRUE","TRUE"
"18211","FALSE","TRUE"
"19299","FALSE","FALSE"
"3772","TRUE","TRUE"
"9182","TRUE","TRUE"
"15121","FALSE","TRUE"
"6774","TRUE","TRUE"
"2344","TRUE","FALSE"
"925","TRUE","TRUE"
"11512","FALSE","FALSE"
"25934","FALSE","FALSE"
"11707","FALSE","FALSE"
"26384","FALSE","FALSE"
"12381","FALSE","TRUE"
"17172","TRUE","TRUE"
"17778","FALSE","TRUE"
"3564","TRUE","TRUE"
"21136","FALSE","FALSE"
"2840","FALSE","FALSE"
"17334","TRUE","TRUE"
"21082","FALSE","FALSE"
"12076","TRUE","TRUE"
"13997","FALSE","FALSE"
"5696","FALSE","FALSE"
"11062","TRUE","TRUE"
"26668","FALSE","FALSE"
"19751","FALSE","TRUE"
"3428","FALSE","TRUE"
"8740","FALSE","FALSE"
"22242","FALSE","TRUE"
"8090","FALSE","TRUE"
"26160","FALSE","FALSE"
"24091","FALSE","FALSE"
"20256","FALSE","FALSE"
"14295","FALSE","TRUE"
"11513","FALSE","FALSE"
"20377","FALSE","TRUE"
"2178","FALSE","TRUE"
"23851","FALSE","FALSE"
"14650","FALSE","FALSE"
"17272","FALSE","FALSE"
"15389","FALSE","FALSE"
"8258","FALSE","FALSE"
"18932","FALSE","TRUE"
"24100","FALSE","FALSE"
"14599","FALSE","FALSE"
"17500","FALSE","FALSE"
"11218","FALSE","FALSE"
"14720","FALSE","FALSE"
"7610","FALSE","TRUE"
"26190","FALSE","TRUE"
"17042","FALSE","TRUE"
"19939","TRUE","TRUE"
"14346","FALSE","TRUE"
"2544","FALSE","FALSE"
"18958","TRUE","TRUE"
"25155","FALSE","FALSE"
"18579","FALSE","FALSE"
"5705","TRUE","TRUE"
"2446","FALSE","TRUE"
"20050","FALSE","FALSE"
"23214","FALSE","FALSE"
"17779","TRUE","FALSE"
"24241","TRUE","TRUE"
"14261","TRUE","FALSE"
"2736","FALSE","FALSE"
"25549","FALSE","TRUE"
"5755","FALSE","TRUE"
"22886","TRUE","TRUE"
"16079","TRUE","TRUE"
"8911","FALSE","TRUE"
"26451","FALSE","TRUE"
"2619","FALSE","FALSE"
"22050","FALSE","FALSE"
"16551","FALSE","FALSE"
"19008","FALSE","TRUE"
"13962","TRUE","TRUE"
"23639","TRUE","TRUE"
"4823","FALSE","FALSE"
"24441","FALSE","FALSE"
"18894","FALSE","TRUE"
"6938","FALSE","FALSE"
"3547","TRUE","TRUE"
"22962","FALSE","TRUE"
"18201","FALSE","TRUE"
"7560","FALSE","TRUE"
"16680","FALSE","FALSE"
"23101","FALSE","TRUE"
"18265","FALSE","TRUE"
"17952","FALSE","TRUE"
"20187","FALSE","FALSE"
"6814","TRUE","TRUE"
"21639","FALSE","FALSE"
"11650","FALSE","TRUE"
"26293","FALSE","TRUE"
"3450","TRUE","TRUE"
"18799","FALSE","FALSE"
"22894","FALSE","FALSE"
"17600","TRUE","TRUE"
"9853","FALSE","FALSE"
"22052","FALSE","FALSE"
"10492","FALSE","TRUE"
"11744","FALSE","FALSE"
"11558","TRUE","TRUE"
"25673","FALSE","FALSE"
"11929","FALSE","FALSE"
"655","FALSE","FALSE"
"3973","FALSE","FALSE"
"19947","FALSE","FALSE"
"10262","FALSE","FALSE"
"20020","FALSE","FALSE"
"1293","FALSE","FALSE"
"1442","FALSE","TRUE"
"18737","FALSE","FALSE"
"2228","TRUE","FALSE"
"22945","FALSE","FALSE"
"4709","FALSE","TRUE"
"24045","FALSE","FALSE"
"5180","FALSE","TRUE"
"17430","FALSE","TRUE"
"5657","FALSE","FALSE"
"6543","FALSE","TRUE"
"21009","FALSE","TRUE"
"4939","FALSE","TRUE"
"4842","FALSE","FALSE"
"15084","TRUE","FALSE"
"13178","TRUE","TRUE"
"21818","FALSE","TRUE"
"3504","FALSE","FALSE"
"8459","FALSE","FALSE"
"7334","FALSE","FALSE"
"23347","FALSE","TRUE"
"4300","FALSE","FALSE"
"140","FALSE","FALSE"
"10021","FALSE","FALSE"
"16044","FALSE","FALSE"
"22990","FALSE","FALSE"
"750","FALSE","FALSE"
"6577","FALSE","TRUE"
"21680","FALSE","FALSE"
"5638","FALSE","TRUE"
"19129","FALSE","TRUE"
"247","FALSE","FALSE"
"5620","FALSE","FALSE"
"7291","FALSE","FALSE"
"18417","FALSE","TRUE"
"11166","TRUE","FALSE"
"10060","FALSE","FALSE"
"15234","FALSE","TRUE"
"22217","FALSE","FALSE"
"9169","TRUE","TRUE"
"10370","TRUE","TRUE"
"11643","FALSE","TRUE"
"7200","FALSE","FALSE"
"25006","FALSE","FALSE"
"11136","TRUE","TRUE"
"21415","FALSE","TRUE"
"7567","TRUE","TRUE"
"19067","TRUE","TRUE"
"949","FALSE","TRUE"
"26410","FALSE","FALSE"
"16951","TRUE","TRUE"
"7134","FALSE","FALSE"
"14008","TRUE","TRUE"
"22763","FALSE","FALSE"
"18997","FALSE","FALSE"
"23171","FALSE","TRUE"
"15923","FALSE","TRUE"
"12597","TRUE","TRUE"
"8799","FALSE","FALSE"
"23059","FALSE","FALSE"
"6911","FALSE","TRUE"
"11747","FALSE","TRUE"
"444","FALSE","FALSE"
"16176","FALSE","FALSE"
"9876","FALSE","TRUE"
"4964","FALSE","FALSE"
"10465","TRUE","TRUE"
"6148","FALSE","TRUE"
"3943","FALSE","FALSE"
"26294","FALSE","FALSE"
"21543","FALSE","TRUE"
"23225","TRUE","TRUE"
"12734","FALSE","FALSE"
"20965","TRUE","TRUE"
"2262","TRUE","TRUE"
"8642","FALSE","TRUE"
"17954","TRUE","TRUE"
"11741","FALSE","FALSE"
"10721","FALSE","FALSE"
"13142","FALSE","FALSE"
"4545","TRUE","TRUE"
"985","FALSE","TRUE"
"1201","FALSE","FALSE"
"16306","FALSE","TRUE"
"18598","FALSE","FALSE"
"10300","FALSE","TRUE"
"11645","FALSE","FALSE"
"26357","FALSE","FALSE"
"9166","TRUE","TRUE"
"9461","FALSE","TRUE"
"13482","FALSE","FALSE"
"5758","FALSE","TRUE"
"25154","FALSE","FALSE"
"10698","TRUE","TRUE"
"18768","FALSE","FALSE"
"4150","FALSE","FALSE"
"14663","FALSE","FALSE"
"17498","FALSE","FALSE"
"19714","TRUE","TRUE"
"9135","TRUE","TRUE"
"23541","FALSE","FALSE"
"21449","FALSE","FALSE"
"16294","TRUE","TRUE"
"24357","FALSE","FALSE"
"22356","FALSE","FALSE"
"24938","FALSE","TRUE"
"19816","FALSE","FALSE"
"13669","FALSE","TRUE"
"20881","TRUE","TRUE"
"12044","FALSE","FALSE"
"3447","FALSE","TRUE"
"24005","TRUE","TRUE"
"21782","TRUE","TRUE"
"14912","FALSE","TRUE"
"15913","FALSE","FALSE"
"375","TRUE","FALSE"
"24375","TRUE","TRUE"
"3329","FALSE","TRUE"
"5858","FALSE","FALSE"
"21497","FALSE","TRUE"
"23389","TRUE","TRUE"
"4639","FALSE","TRUE"
"7782","FALSE","FALSE"
"16643","FALSE","FALSE"
"2467","FALSE","FALSE"
"20401","FALSE","FALSE"
"17234","FALSE","FALSE"
"113","TRUE","TRUE"
"17268","FALSE","TRUE"
"26699","FALSE","TRUE"
"3102","FALSE","TRUE"
"6647","FALSE","FALSE"
"13458","FALSE","FALSE"
"11302","FALSE","FALSE"
"17444","FALSE","TRUE"
"1816","TRUE","FALSE"
"362","FALSE","TRUE"
"9653","FALSE","TRUE"
"2368","FALSE","FALSE"
"9782","FALSE","FALSE"
"15334","FALSE","FALSE"
"16992","TRUE","TRUE"
"2126","FALSE","TRUE"
"25503","FALSE","FALSE"
"22590","FALSE","FALSE"
"18732","FALSE","FALSE"
"7644","TRUE","TRUE"
"21676","FALSE","FALSE"
"4806","FALSE","TRUE"
"20387","TRUE","TRUE"
"8145","FALSE","FALSE"
"12794","FALSE","FALSE"
"4766","FALSE","FALSE"
"17258","TRUE","TRUE"
"17287","FALSE","FALSE"
"11925","FALSE","FALSE"
"9357","FALSE","TRUE"
"14426","FALSE","FALSE"
"4762","FALSE","TRUE"
"14041","FALSE","FALSE"
"17660","TRUE","FALSE"
"7952","FALSE","FALSE"
"7384","FALSE","FALSE"
"13398","FALSE","FALSE"
"19373","TRUE","TRUE"
"18438","FALSE","FALSE"
"12919","FALSE","FALSE"
"24712","FALSE","TRUE"
"18647","FALSE","TRUE"
"24505","FALSE","TRUE"
"23582","FALSE","FALSE"
"11826","FALSE","FALSE"
"24912","FALSE","FALSE"
"21512","FALSE","TRUE"
"7165","TRUE","TRUE"
"9875","FALSE","TRUE"
"2725","FALSE","TRUE"
"12477","FALSE","TRUE"
"24564","FALSE","FALSE"
"2675","FALSE","FALSE"
"15784","TRUE","FALSE"
"3377","TRUE","FALSE"
"19958","TRUE","TRUE"
"17372","TRUE","TRUE"
"18392","FALSE","FALSE"
"9608","FALSE","TRUE"
"25908","FALSE","TRUE"
"13988","FALSE","FALSE"
"3850","FALSE","TRUE"
"25900","TRUE","TRUE"
"6226","FALSE","TRUE"
"2459","FALSE","FALSE"
"12617","FALSE","FALSE"
"11311","FALSE","FALSE"
"18825","FALSE","FALSE"
"18138","FALSE","FALSE"
"7193","TRUE","FALSE"
"17705","FALSE","FALSE"
"19497","FALSE","TRUE"
"5767","FALSE","FALSE"
"3826","FALSE","TRUE"
"13110","FALSE","TRUE"
"11951","TRUE","FALSE"
"19694","TRUE","TRUE"
"22842","FALSE","TRUE"
"16949","FALSE","FALSE"
"21627","FALSE","FALSE"
"25136","TRUE","TRUE"
"610","FALSE","FALSE"
"21088","FALSE","FALSE"
"10559","FALSE","FALSE"
"23009","FALSE","FALSE"
"7416","FALSE","FALSE"
"20756","FALSE","FALSE"
"384","FALSE","TRUE"
"21232","FALSE","FALSE"
"25171","TRUE","TRUE"
"11387","FALSE","FALSE"
"25477","FALSE","TRUE"
"16900","FALSE","TRUE"
"2916","FALSE","TRUE"
"18350","FALSE","TRUE"
"5998","FALSE","FALSE"
"3256","TRUE","TRUE"
"14932","FALSE","FALSE"
"11995","FALSE","FALSE"
"16854","FALSE","TRUE"
"24315","FALSE","FALSE"
"16211","FALSE","FALSE"
"22745","FALSE","TRUE"
"25763","TRUE","TRUE"
"3238","FALSE","FALSE"
"17454","FALSE","FALSE"
"13368","TRUE","TRUE"
"6228","FALSE","FALSE"
"2559","TRUE","FALSE"
"13870","FALSE","FALSE"
"6309","FALSE","TRUE"
"24846","FALSE","TRUE"
"5621","FALSE","TRUE"
"14405","FALSE","FALSE"
"9387","TRUE","TRUE"
"4413","FALSE","FALSE"
"24637","FALSE","FALSE"
"8625","TRUE","TRUE"
"16411","FALSE","TRUE"
"23716","TRUE","TRUE"
"21555","TRUE","TRUE"
"22811","FALSE","TRUE"
"21274","FALSE","TRUE"
"20319","FALSE","FALSE"
"23802","FALSE","FALSE"
"3682","FALSE","FALSE"
"1021","FALSE","FALSE"
"26560","FALSE","FALSE"
"20159","TRUE","FALSE"
"15446","FALSE","FALSE"
"16586","FALSE","FALSE"
"15625","FALSE","FALSE"
"24711","FALSE","FALSE"
"10954","FALSE","TRUE"
"12894","FALSE","FALSE"
"25137","TRUE","TRUE"
"24606","FALSE","FALSE"
"10427","FALSE","TRUE"
"1214","FALSE","TRUE"
"19642","TRUE","TRUE"
"10625","FALSE","FALSE"
"12297","FALSE","TRUE"
"20713","FALSE","TRUE"
"10337","FALSE","TRUE"
"1053","TRUE","TRUE"
"17162","FALSE","FALSE"
"6683","FALSE","FALSE"
"24584","TRUE","TRUE"
"17285","FALSE","TRUE"
"4664","FALSE","FALSE"
"1434","FALSE","FALSE"
"1593","FALSE","FALSE"
"16362","FALSE","FALSE"
"15185","FALSE","TRUE"
"21188","FALSE","TRUE"
"19363","FALSE","FALSE"
"5954","FALSE","TRUE"
"3429","FALSE","FALSE"
"19603","FALSE","FALSE"
"11269","FALSE","TRUE"
"7639","FALSE","FALSE"
"14834","FALSE","FALSE"
"15747","FALSE","TRUE"
"8713","FALSE","FALSE"
"18716","FALSE","FALSE"
"20845","FALSE","TRUE"
"20028","FALSE","FALSE"
"24191","FALSE","FALSE"
"26251","FALSE","TRUE"
"15518","FALSE","FALSE"
"795","TRUE","FALSE"
"2680","FALSE","FALSE"
"16635","FALSE","TRUE"
"3178","FALSE","TRUE"
"19809","FALSE","FALSE"
"749","TRUE","FALSE"
"12110","FALSE","FALSE"
"10674","FALSE","TRUE"
"1616","FALSE","TRUE"
"8184","TRUE","TRUE"
"250","FALSE","FALSE"
"18607","FALSE","FALSE"
"25096","FALSE","TRUE"
"12347","FALSE","FALSE"
"17345","TRUE","TRUE"
"22638","FALSE","TRUE"
"17236","FALSE","FALSE"
"24597","FALSE","FALSE"
"1925","FALSE","FALSE"
"5992","TRUE","TRUE"
"15924","FALSE","FALSE"
"22736","FALSE","TRUE"
"9992","FALSE","FALSE"
"22294","FALSE","FALSE"
"11955","FALSE","FALSE"
"21029","FALSE","TRUE"
"25692","FALSE","FALSE"
"15442","FALSE","FALSE"
"5950","FALSE","TRUE"
"25214","FALSE","TRUE"
"20360","FALSE","FALSE"
"22021","FALSE","FALSE"
"11748","FALSE","TRUE"
"10165","FALSE","TRUE"
"9521","TRUE","TRUE"
"23017","FALSE","FALSE"
"14522","TRUE","TRUE"
"23676","FALSE","FALSE"
"17205","FALSE","FALSE"
"16370","FALSE","FALSE"
"557","FALSE","TRUE"
"22952","TRUE","TRUE"
"9454","FALSE","FALSE"
"9574","TRUE","TRUE"
"13152","FALSE","TRUE"
"13307","TRUE","FALSE"
"1955","FALSE","FALSE"
"8067","FALSE","TRUE"
"12669","TRUE","TRUE"
"16943","FALSE","FALSE"
"18852","FALSE","FALSE"
"1277","FALSE","TRUE"
"16198","FALSE","FALSE"
"9697","FALSE","FALSE"
"10107","FALSE","TRUE"
"12884","FALSE","FALSE"
"13132","FALSE","FALSE"
"12255","FALSE","FALSE"
"16364","FALSE","FALSE"
"15109","FALSE","FALSE"
"25379","FALSE","FALSE"
"24536","FALSE","FALSE"
"3941","TRUE","TRUE"
"20474","FALSE","FALSE"
"21658","TRUE","TRUE"
"11823","FALSE","FALSE"
"10945","FALSE","FALSE"
"1885","FALSE","FALSE"
"19205","TRUE","TRUE"
"16562","FALSE","FALSE"
"11488","FALSE","TRUE"
"9498","FALSE","FALSE"
"3413","FALSE","TRUE"
"10706","FALSE","FALSE"
"10085","FALSE","FALSE"
"1889","TRUE","TRUE"
"23480","FALSE","TRUE"
"22514","FALSE","TRUE"
"23006","FALSE","TRUE"
"9500","FALSE","TRUE"
"4572","FALSE","FALSE"
"4825","FALSE","TRUE"
"4097","FALSE","TRUE"
"10069","FALSE","FALSE"
"13248","FALSE","TRUE"
"7785","FALSE","FALSE"
"6223","TRUE","TRUE"
"20128","FALSE","TRUE"
"6434","FALSE","FALSE"
"21675","FALSE","FALSE"
"21889","FALSE","FALSE"
"8996","TRUE","TRUE"
"25322","FALSE","TRUE"
"16168","FALSE","TRUE"
"24689","FALSE","FALSE"
"18535","FALSE","FALSE"
"12325","TRUE","TRUE"
"22961","FALSE","FALSE"
"24959","FALSE","TRUE"
"5970","TRUE","TRUE"
"21223","FALSE","TRUE"
"22512","TRUE","TRUE"
"19506","FALSE","FALSE"
"2287","FALSE","FALSE"
"20443","FALSE","FALSE"
"3007","TRUE","TRUE"
"25755","FALSE","FALSE"
"9990","FALSE","FALSE"
"1245","TRUE","TRUE"
"2008","FALSE","TRUE"
"295","TRUE","TRUE"
"5099","FALSE","FALSE"
"11184","TRUE","TRUE"
"13361","FALSE","FALSE"
"3041","TRUE","TRUE"
"23406","FALSE","FALSE"
"24078","FALSE","FALSE"
"23028","FALSE","TRUE"
"26219","FALSE","TRUE"
"12880","FALSE","FALSE"
"6473","FALSE","TRUE"
"26652","TRUE","FALSE"
"9374","FALSE","TRUE"
"2028","FALSE","FALSE"
"11540","FALSE","TRUE"
"14692","FALSE","TRUE"
"24946","FALSE","TRUE"
"18275","FALSE","FALSE"
"10848","FALSE","FALSE"
"20216","FALSE","FALSE"
"15199","FALSE","TRUE"
"13285","TRUE","TRUE"
"12502","FALSE","FALSE"
"12484","FALSE","FALSE"
"15936","TRUE","TRUE"
"9028","FALSE","TRUE"
"17980","FALSE","FALSE"
"13247","FALSE","FALSE"
"4617","FALSE","FALSE"
"6418","FALSE","FALSE"
"13687","FALSE","FALSE"
"25767","TRUE","FALSE"
"11863","FALSE","FALSE"
"8243","FALSE","FALSE"
"5971","FALSE","FALSE"
"646","FALSE","TRUE"
"6062","FALSE","TRUE"
"13514","FALSE","FALSE"
"8765","FALSE","FALSE"
"3927","FALSE","TRUE"
"19315","TRUE","TRUE"
"25431","FALSE","FALSE"
"5709","TRUE","FALSE"
"26337","FALSE","FALSE"
"18782","FALSE","FALSE"
"7050","TRUE","TRUE"
"219","FALSE","TRUE"
"19720","FALSE","FALSE"
"12721","FALSE","FALSE"
"17401","FALSE","FALSE"
"18311","FALSE","FALSE"
"12981","FALSE","TRUE"
"25869","TRUE","FALSE"
"1904","FALSE","TRUE"
"5777","TRUE","TRUE"
"25271","FALSE","FALSE"
"23351","TRUE","FALSE"
"13312","FALSE","FALSE"
"14639","FALSE","FALSE"
"4772","FALSE","FALSE"
"25996","FALSE","FALSE"
"15800","TRUE","TRUE"
"18129","FALSE","FALSE"
"17389","FALSE","FALSE"
"4400","FALSE","TRUE"
"12792","FALSE","TRUE"
"14506","FALSE","FALSE"
"9104","TRUE","TRUE"
"15533","FALSE","FALSE"
"1678","FALSE","FALSE"
"22814","TRUE","TRUE"
"16503","TRUE","FALSE"
"16957","TRUE","TRUE"
"9925","TRUE","TRUE"
"3859","FALSE","TRUE"
"279","TRUE","TRUE"
"23012","FALSE","FALSE"
"10090","FALSE","TRUE"
"2550","FALSE","FALSE"
"5029","FALSE","FALSE"
"10356","TRUE","TRUE"
"25530","FALSE","FALSE"
"10270","FALSE","FALSE"
"12448","FALSE","TRUE"
"7566","TRUE","TRUE"
"15831","TRUE","TRUE"
"15091","TRUE","FALSE"
"22760","TRUE","FALSE"
"26101","FALSE","FALSE"
"23130","FALSE","FALSE"
"19903","TRUE","TRUE"
"16453","FALSE","TRUE"
"9427","TRUE","TRUE"
"3699","FALSE","TRUE"
"7619","FALSE","FALSE"
"22960","FALSE","FALSE"
"5922","FALSE","FALSE"
"4608","TRUE","FALSE"
"21059","FALSE","FALSE"
"24820","FALSE","FALSE"
"19543","FALSE","FALSE"
"7451","TRUE","FALSE"
"1782","FALSE","FALSE"
"18140","FALSE","FALSE"
"23331","TRUE","FALSE"
"23625","FALSE","FALSE"
"12064","FALSE","FALSE"
"7379","FALSE","FALSE"
"18370","FALSE","FALSE"
"5962","FALSE","FALSE"
"12080","FALSE","TRUE"
"8485","FALSE","FALSE"
"619","FALSE","FALSE"
"9909","FALSE","TRUE"
"7864","FALSE","TRUE"
"18546","FALSE","TRUE"
"1200","FALSE","TRUE"
"6866","FALSE","FALSE"
"14004","FALSE","FALSE"
"26529","FALSE","FALSE"
"7924","FALSE","FALSE"
"10140","FALSE","FALSE"
"5425","FALSE","FALSE"
"7957","FALSE","FALSE"
"23417","FALSE","FALSE"
"16725","TRUE","FALSE"
"7414","TRUE","TRUE"
"10486","FALSE","FALSE"
"3384","FALSE","FALSE"
"22259","FALSE","TRUE"
"24436","FALSE","TRUE"
"1419","FALSE","FALSE"
"24681","TRUE","FALSE"
"22777","FALSE","TRUE"
"16349","TRUE","TRUE"
"11887","FALSE","TRUE"
"15165","FALSE","TRUE"
"20043","FALSE","TRUE"
"14563","TRUE","TRUE"
"22128","TRUE","TRUE"
"20635","FALSE","FALSE"
"4125","FALSE","FALSE"
"11505","TRUE","TRUE"
"15490","FALSE","FALSE"
"7827","FALSE","TRUE"
"13553","FALSE","FALSE"
"6200","FALSE","FALSE"
"6190","FALSE","FALSE"
"19422","TRUE","TRUE"
"25364","FALSE","FALSE"
"11798","FALSE","FALSE"
"481","FALSE","FALSE"
"24014","FALSE","FALSE"
"25536","FALSE","TRUE"
"14753","TRUE","TRUE"
"3750","FALSE","FALSE"
"24321","FALSE","TRUE"
"19032","FALSE","TRUE"
"12872","FALSE","TRUE"
"7846","FALSE","FALSE"
"25612","FALSE","TRUE"
"19227","FALSE","TRUE"
"4042","FALSE","FALSE"
"20615","FALSE","TRUE"
"14333","FALSE","TRUE"
"20831","FALSE","FALSE"
"24723","FALSE","FALSE"
"3046","TRUE","TRUE"
"15725","FALSE","TRUE"
"24133","TRUE","FALSE"
"23723","FALSE","TRUE"
"13271","FALSE","TRUE"
"17558","FALSE","FALSE"
"25227","FALSE","FALSE"
"15707","FALSE","TRUE"
"11993","TRUE","FALSE"
"11146","FALSE","TRUE"
"2631","TRUE","FALSE"
"19664","FALSE","FALSE"
"18694","FALSE","TRUE"
"21966","TRUE","TRUE"
"8723","FALSE","FALSE"
"26336","TRUE","TRUE"
"4926","TRUE","TRUE"
"13918","FALSE","FALSE"
"3818","TRUE","TRUE"
"22594","FALSE","FALSE"
"24448","TRUE","TRUE"
"13727","FALSE","FALSE"
"622","TRUE","TRUE"
"8861","FALSE","FALSE"
"12224","FALSE","FALSE"
"7221","FALSE","TRUE"
"9756","TRUE","FALSE"
"5160","TRUE","TRUE"
"20717","FALSE","FALSE"
"7301","FALSE","TRUE"
"18076","FALSE","FALSE"
"19566","TRUE","TRUE"
"8206","FALSE","TRUE"
"12937","FALSE","TRUE"
"2868","FALSE","FALSE"
"18469","FALSE","TRUE"
"5410","FALSE","FALSE"
"13013","FALSE","FALSE"
"21466","FALSE","TRUE"
"4593","FALSE","FALSE"
"13156","TRUE","TRUE"
"17505","FALSE","TRUE"
"7738","FALSE","TRUE"
"26069","TRUE","TRUE"
"17661","FALSE","FALSE"
"2416","FALSE","TRUE"
"15571","FALSE","FALSE"
"21483","FALSE","FALSE"
"17303","TRUE","TRUE"
"9963","FALSE","FALSE"
"13115","FALSE","FALSE"
"9107","FALSE","FALSE"
"16649","FALSE","TRUE"
"17597","FALSE","TRUE"
"950","FALSE","TRUE"
"1430","FALSE","FALSE"
"6008","FALSE","FALSE"
"21583","FALSE","TRUE"
"16099","FALSE","FALSE"
"20261","FALSE","TRUE"
"3122","FALSE","FALSE"
"13942","TRUE","TRUE"
"26607","TRUE","TRUE"
"6","FALSE","FALSE"
"14608","FALSE","FALSE"
"1164","FALSE","FALSE"
"23312","FALSE","FALSE"
"25920","TRUE","TRUE"
"1913","TRUE","FALSE"
"12835","FALSE","FALSE"
"19866","FALSE","TRUE"
"2585","FALSE","TRUE"
"24409","TRUE","FALSE"
"7473","FALSE","TRUE"
"12248","TRUE","TRUE"
"1696","FALSE","TRUE"
"5311","FALSE","TRUE"
"15365","FALSE","FALSE"
"9358","FALSE","FALSE"
"20760","FALSE","FALSE"
"14870","FALSE","FALSE"
"17130","TRUE","FALSE"
"3333","FALSE","TRUE"
"6681","FALSE","FALSE"
"11090","FALSE","FALSE"
"6171","FALSE","TRUE"
"24210","FALSE","FALSE"
"8946","FALSE","FALSE"
"17643","FALSE","FALSE"
"4924","TRUE","TRUE"
"25005","FALSE","TRUE"
"2249","TRUE","TRUE"
"12895","TRUE","TRUE"
"9436","FALSE","TRUE"
"6526","FALSE","FALSE"
"10624","FALSE","FALSE"
"19725","FALSE","FALSE"
"6875","FALSE","FALSE"
"12271","FALSE","TRUE"
"19061","FALSE","TRUE"
"13457","FALSE","TRUE"
"134","FALSE","TRUE"
"11395","FALSE","FALSE"
"3736","FALSE","FALSE"
"26068","FALSE","FALSE"
"17562","FALSE","TRUE"
"1635","FALSE","TRUE"
"13600","FALSE","TRUE"
"3503","FALSE","FALSE"
"9687","FALSE","FALSE"
"17699","FALSE","TRUE"
"859","FALSE","FALSE"
"9309","FALSE","TRUE"
"13278","FALSE","FALSE"
"11371","FALSE","FALSE"
"10162","FALSE","FALSE"
"26589","FALSE","TRUE"
"23318","FALSE","FALSE"
"16579","FALSE","TRUE"
"9457","FALSE","FALSE"
"22540","FALSE","FALSE"
"1171","FALSE","TRUE"
"3035","FALSE","FALSE"
"14246","TRUE","TRUE"
"21538","FALSE","FALSE"
"23771","FALSE","FALSE"
"9446","TRUE","TRUE"
"8328","TRUE","TRUE"
"12995","TRUE","FALSE"
"17982","FALSE","FALSE"
"16665","FALSE","FALSE"
"14827","FALSE","FALSE"
"539","TRUE","TRUE"
"9297","TRUE","TRUE"
"23127","FALSE","TRUE"
"12241","FALSE","TRUE"
"15087","FALSE","FALSE"
"15943","FALSE","FALSE"
"17956","FALSE","FALSE"
"5334","TRUE","FALSE"
"2504","FALSE","FALSE"
"8318","FALSE","FALSE"
"13628","FALSE","TRUE"
"17513","FALSE","FALSE"
"3100","FALSE","TRUE"
"16792","FALSE","FALSE"
"6271","FALSE","FALSE"
"2353","TRUE","FALSE"
"22094","TRUE","TRUE"
"6708","TRUE","TRUE"
"5994","FALSE","FALSE"
"19307","FALSE","TRUE"
"5896","FALSE","FALSE"
"26615","FALSE","FALSE"
"19592","FALSE","FALSE"
"14794","FALSE","FALSE"
"19324","FALSE","FALSE"
"8862","FALSE","TRUE"
"3542","FALSE","TRUE"
"10719","FALSE","FALSE"
"10346","FALSE","FALSE"
"21380","TRUE","TRUE"
"5225","TRUE","FALSE"
"2964","TRUE","TRUE"
"26054","FALSE","TRUE"
"2922","TRUE","FALSE"
"4813","FALSE","FALSE"
"10011","FALSE","FALSE"
"7854","FALSE","TRUE"
"13702","FALSE","TRUE"
"24109","FALSE","FALSE"
"13095","TRUE","TRUE"
