"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"16413",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,1,1,"18-34","Grad","White","Female",">75K","Not Married","Own","~Labor","E","Not Principle",2,0,"","",FALSE,FALSE
"16414",1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0",5,4,2,2,4,2,"18-34","12 Yrs","Black","Male","<=75K","Married","Rent","unEmp","F","Non",1,1,"","",FALSE,FALSE
"16417",2,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,1,4,4,2,"45-54","Grad","White","Female","<=75K","Not Married","Own","Emp","G","Non",0,0,"a","a",FALSE,TRUE
"16419",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,1,"45-54","12 Yrs","White","Male",">75K","Married","Own","Emp","D","Non",2,0,"n","b",FALSE,FALSE
"16426",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,1,4,1,4,"55-64","College","White","Female","<=75K","Not Married","Rent","~Labor","D","Not Principle",1,0,"","",FALSE,FALSE
"16429",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,5,2,2,"18-34","College","Black","Female",">75K","Not Married","Rent","~Labor","G","Principle",1,2,"","",FALSE,TRUE
"16431",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",2,4,5,4,4,4,"35-44","<12 Yrs","Hispanic","Female","Below Poverty","Not Married","Rent","Emp","A","Principle",1,3,"b","s",FALSE,TRUE
"16432",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,2,4,5,2,4,"18-34","Grad","White","Male","Below Poverty","Not Married","Rent","~Labor","C","Principle",1,0,"","",FALSE,FALSE
"16433",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",2,1,2,2,1,2,"45-54","College","Other","Female","<=75K","Not Married","Own","Emp","F","Not Principle",0,0,"l","a",FALSE,FALSE
"16436",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,2,4,4,"65+","<12 Yrs","Hispanic","Female","Below Poverty","Married","Rent","~Labor","H","Principle",1,0,"","",FALSE,TRUE
"16437",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,2,5,2,1,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","C","Non",0,0,"","",FALSE,TRUE
"16440",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,2,4,4,1,"45-54","Grad","White","Male",">75K","Not Married","Own","Emp","F","Not Principle",1,1,"f","f",FALSE,FALSE
"16441",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",3,2,5,3,2,4,"18-34","College","Black","Male",">75K","Not Married","Own","Emp","G","Not Principle",1,1,"m","e",FALSE,FALSE
"16445",3,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,5,5,5,5,5,"55-64","12 Yrs","White","Female","<=75K","Married","Own","Emp","I","Not Principle",1,0,"n","u",TRUE,TRUE
"16448",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,5,1,1,"18-34","<12 Yrs","White","Male","","Not Married","Own","Emp","B","Not Principle",3,0,"a","u",TRUE,FALSE
"16449",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",3,2,2,4,2,2,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","B","Not Principle",1,0,"","",FALSE,FALSE
"16450",2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,4,4,"65+","College","Black","Female","","","Rent","~Labor","G","Principle",0,0,"","",FALSE,TRUE
"16451",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",2,1,1,2,1,1,"55-64","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"16453",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"0",5,1,2,4,2,2,"45-54","12 Yrs","Black","Female","Below Poverty","Not Married","Rent","Emp","F","Non",1,0,"j","d",FALSE,TRUE
"16458",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,5,4,1,"45-54","Grad","White","Female","<=75K","Married","Own","Emp","B","Not Principle",1,1,"q","j",FALSE,TRUE
"16459",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"55-64","Grad","White","Female",">75K","Married","Own","~Labor","H","Not Principle",1,0,"","",FALSE,FALSE
"16461",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,5,4,2,"55-64","12 Yrs","White","Male","<=75K","Married","Own","~Labor","G","Not Principle",1,0,"","",FALSE,FALSE
"16465",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,1,1,4,"65+","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","A","Non",0,0,"k","j",FALSE,FALSE
"16468",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"45-54","Grad","White","Male",">75K","Married","Own","Emp","C","Not Principle",3,0,"f","j",FALSE,TRUE
"16471",3,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",5,5,4,5,2,4,"18-34","12 Yrs","Hispanic","Male","Below Poverty","Married","Rent","Emp","F","Not Principle",3,0,"e","g",FALSE,TRUE
"16476",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,2,2,4,2,2,"55-64","Grad","White","Male",">75K","Married","Own","Emp","G","Not Principle",1,0,"k","g",FALSE,FALSE
"16477",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,3,1,4,3,1,"65+","College","Hispanic","Female",">75K","Not Married","Own","~Labor","I","Principle",0,0,"","",FALSE,TRUE
"16481",2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,5,4,"18-34","Grad","Other","Female",">75K","Not Married","Own","Emp","C","Not Principle",3,1,"l","e",FALSE,TRUE
"16483",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","12 Yrs","White","Female","<=75K","Not Married","Rent","Emp","H","Principle",2,0,"a","a",FALSE,FALSE
"16484",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,3,2,2,2,2,"45-54","Grad","Black","Male",">75K","Married","Own","Emp","I","Not Principle",1,1,"q","p",FALSE,FALSE
"16485",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,1,2,1,1,"65+","12 Yrs","White","Male",">75K","Married","Own","~Labor","B","Non",1,0,"","",FALSE,TRUE
"16488",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,5,4,4,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","A","Principle",0,0,"","",TRUE,TRUE
"16490",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,4,1,2,"45-54","Grad","White","Male","<=75K","Married","Rent","unEmp","B","Not Principle",1,0,"","",FALSE,FALSE
"16491",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,4,4,2,"35-44","Grad","Hispanic","Female","<=75K","Not Married","Own","unEmp","H","Not Principle",0,2,"","",TRUE,FALSE
"16492",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,4,2,2,"18-34","12 Yrs","White","Male","<=75K","Not Married","Rent","Emp","A","Non",0,0,"o","g",FALSE,FALSE
"16493",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,4,4,4,4,1,"18-34","Grad","White","Male","<=75K","Not Married","Rent","~Labor","C","Non",0,0,"","",TRUE,TRUE
"16494",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,1,1,2,2,1,"35-44","Grad","White","Male",">75K","Married","Own","Emp","J","Not Principle",1,3,"i","b",FALSE,FALSE
"16495",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,4,2,2,"55-64","12 Yrs","White","Male","","Not Married","Own","Emp","F","Non",0,0,"n","u",FALSE,FALSE
"16496",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,2,1,1,4,5,"35-44","12 Yrs","White","Male",">75K","Married","Rent","Emp","F","Not Principle",2,0,"l","b",FALSE,FALSE
"16498",1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,2,1,1,"18-34","Grad","White","Female",">75K","Married","Own","Emp","A","Principle",1,3,"k","p",FALSE,FALSE
"16499",1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,5,4,4,5,1,"35-44","Grad","White","Female",">75K","Married","Own","Emp","F","Not Principle",1,3,"i","m",TRUE,TRUE
"16501",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,4,5,1,5,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"16502",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,5,4,4,4,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","C","Principle",0,1,"l","b",FALSE,FALSE
"16503",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,1,1,1,"55-64","College","White","Female","<=75K","Married","Own","Emp","F","Not Principle",2,0,"c","i",TRUE,FALSE
"16505",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,2,2,2,2,4,"18-34","12 Yrs","White","Female","<=75K","Married","Own","Emp","B","Not Principle",1,2,"a","a",FALSE,FALSE
"16507",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,2,2,5,4,1,"65+","Grad","White","Female","<=75K","Not Married","Own","~Labor","B","Non",0,0,"","",TRUE,TRUE
"16509",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,4,2,2,"55-64","College","White","Female","<=75K","Married","Own","Emp","J","Principle",1,1,"r","i",FALSE,FALSE
"16511",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",2,1,1,4,1,2,"35-44","College","Black","Female","","Not Married","Rent","Emp","F","Non",0,0,"l","e",FALSE,FALSE
"16514",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,1,5,1,2,"65+","12 Yrs","White","Female","","Not Married","Own","~Labor","J","Not Principle",0,0,"","",FALSE,TRUE
"16515",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,1,5,4,1,"55-64","12 Yrs","White","Female","<=75K","Married","Own","Emp","B","Not Principle",1,0,"l","i",FALSE,TRUE
"16516",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,4,1,"45-54","Grad","White","Female","","Not Married","Own","Emp","E","Not Principle",0,1,"q","i",FALSE,FALSE
"16518",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,5,5,4,5,"45-54","College","Hispanic","Female","<=75K","Not Married","Own","~Labor","J","Non",1,0,"","",TRUE,TRUE
"16519",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,4,4,2,4,"45-54","Grad","White","Female",">75K","Not Married","Own","Emp","G","Principle",0,0,"f","b",FALSE,TRUE
"16521",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,2,5,4,1,"65+","College","White","Male",">75K","Married","Own","~Labor","B","Non",1,0,"","",TRUE,TRUE
"16522",2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"0",4,2,4,4,2,4,"55-64","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",TRUE,TRUE
"16524",2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",3,2,2,3,5,1,"55-64","College","White","Male","<=75K","Married","Rent","Emp","D","Not Principle",1,0,"s","l",TRUE,TRUE
"16526",2,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,4,2,4,2,2,"35-44","College","White","Female","<=75K","Married","Rent","unEmp","B","Not Principle",2,2,"","",TRUE,TRUE
"16528",2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,1,2,"18-34","College","White","Male","Below Poverty","Not Married","Rent","~Labor","H","Non",0,0,"","",FALSE,FALSE
"16530",1,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,1,"65+","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","A","Not Principle",0,0,"","",FALSE,TRUE
"16536",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,2,"35-44","Grad","White","Male",">75K","Married","Own","Emp","B","Not Principle",1,1,"a","a",FALSE,FALSE
"16537",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,1,2,4,1,1,"65+","Grad","White","Female","","Married","Own","~Labor","A","Non",1,0,"","",TRUE,TRUE
"16539",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,5,5,5,5,5,"55-64","Grad","White","Female",">75K","Married","Own","Emp","C","Principle",1,0,"c","b",TRUE,TRUE
"16540",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"0",3,1,2,3,1,1,"55-64","<12 Yrs","White","Male","<=75K","Not Married","Rent","Emp","F","Not Principle",0,0,"e","g",FALSE,FALSE
"16541",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,1,5,1,1,5,"35-44","Grad","White","Male",">75K","Married","Own","Emp","E","Not Principle",1,1,"n","",FALSE,FALSE
"16542",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,2,4,1,2,"65+","College","Other","Female","Below Poverty","Married","Own","~Labor","F","Principle",1,1,"","",FALSE,FALSE
"16543",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,3,1,1,"45-54","Grad","White","Female","<=75K","Not Married","Rent","Emp","A","Non",0,0,"","",FALSE,FALSE
"16544",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,1,2,4,1,2,"55-64","College","White","Female","<=75K","Not Married","Own","Emp","G","Not Principle",0,0,"i","m",FALSE,TRUE
"16545",1,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,4,2,2,4,"45-54","Grad","White","Female","<=75K","Not Married","Rent","Emp","J","Principle",0,0,"c","c",FALSE,FALSE
"16546",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","I","Not Principle",1,0,"c","k",FALSE,FALSE
"16547",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"65+","12 Yrs","White","Male",">75K","Married","Own","~Labor","H","Principle",1,0,"","",TRUE,TRUE
"16548",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,2,5,1,2,"65+","Grad","White","Male","","Married","","~Labor","E","Non",1,0,"","",TRUE,TRUE
"16549",1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,4,5,4,5,"45-54","<12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,TRUE
"16550",0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",3,4,1,5,1,1,"55-64","12 Yrs","White","Male","<=75K","Married","Own","Emp","F","Non",1,0,"p","a",FALSE,TRUE
"16551",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,1,2,4,2,2,"45-54","12 Yrs","Black","Male","Below Poverty","Not Married","Own","~Labor","F","Non",0,1,"","",FALSE,FALSE
"16552",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,5,4,1,"18-34","College","White","Male","Below Poverty","Not Married","Own","~Labor","C","Not Principle",2,0,"","",FALSE,FALSE
"16554",2,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,4,1,2,"65+","12 Yrs","Black","Female","<=75K","Married","Own","~Labor","G","Not Principle",2,0,"","",FALSE,FALSE
"16555",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","Grad","White","Female","<=75K","Not Married","Own","Emp","C","Not Principle",0,0,"j","j",FALSE,FALSE
"16556",2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,3,1,3,1,1,"65+","<12 Yrs","Black","Female","Below Poverty","Not Married","Rent","~Labor","F","Non",0,0,"","",FALSE,FALSE
"16557",1,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,5,2,2,5,2,"35-44","<12 Yrs","White","Male","<=75K","Married","Own","Emp","A","Non",1,3,"l","u",FALSE,FALSE
"16559",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,2,2,5,2,1,"18-34","12 Yrs","White","Female","<=75K","Not Married","Rent","Emp","C","Non",1,0,"a","a",FALSE,FALSE
"16564",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,2,2,"35-44","College","Black","Female","<=75K","Married","Own","","J","Not Principle",3,0,"","",FALSE,TRUE
"16567",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,4,2,"55-64","College","White","Female",">75K","Married","Own","Emp","C","Not Principle",1,0,"n","j",FALSE,TRUE
"16570",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,2,4,4,1,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","J","Not Principle",0,0,"","",TRUE,TRUE
"16572",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",3,1,2,5,5,2,"65+","Grad","White","Female","","Not Married","Own","~Labor","G","Not Principle",0,0,"","",FALSE,TRUE
"16575",3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,1,2,4,"65+","Grad","White","Female",">75K","Married","Own","~Labor","J","Not Principle",1,0,"","",FALSE,FALSE
"16576",1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,2,4,4,4,"45-54","<12 Yrs","Hispanic","Male","<=75K","Married","Rent","Emp","H","Not Principle",1,1,"e","g",FALSE,FALSE
"16579",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,1,2,5,2,2,"55-64","Grad","White","Male",">75K","Married","Own","Emp","B","Not Principle",1,0,"l","f",FALSE,TRUE
"16581",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,1,"18-34","Grad","White","Male","<=75K","Not Married","Rent","Emp","J","Not Principle",0,0,"l","f",FALSE,FALSE
"16584",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,2,4,2,2,"18-34","Grad","White","Male","<=75K","Not Married","Own","Emp","F","Not Principle",0,0,"b","s",FALSE,FALSE
"16585",2,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,4,5,5,2,"18-34","12 Yrs","White","Female","Below Poverty","Not Married","Rent","unEmp","D","Non",1,0,"","",TRUE,TRUE
"16591",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,2,5,4,2,"45-54","College","White","Female",">75K","Married","Own","~Labor","A","Not Principle",1,2,"","",TRUE,TRUE
"16593",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,1,2,2,2,"45-54","Grad","White","Female","<=75K","Married","Own","Emp","B","Non",1,2,"s","i",FALSE,FALSE
"16594",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",1,1,1,1,1,1,"45-54","Grad","White","Male",">75K","Not Married","Own","Emp","F","Not Principle",0,0,"r","h",FALSE,FALSE
"16595",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",3,2,5,4,2,4,"45-54","College","Black","Female",">75K","Married","Own","Emp","D","Not Principle",2,1,"k","i",FALSE,FALSE
"16600",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,5,4,2,"18-34","<12 Yrs","White","Male","","Not Married","Rent","Emp","A","Principle",2,0,"b","s",FALSE,TRUE
"16603",1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,4,5,2,4,"65+","<12 Yrs","Black","Female","Below Poverty","Not Married","Own","Emp","F","Non",1,0,"d","d",FALSE,FALSE
"16604",2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,2,5,4,1,"55-64","College","White","Male","<=75K","Not Married","Rent","Emp","C","Non",0,0,"h","b",FALSE,TRUE
"16606",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,4,4,1,2,"18-34","","Hispanic","Female","Below Poverty","Not Married","Own","unEmp","J","Non",1,3,"","",FALSE,TRUE
